"","Category_code","COG","Annotation","Category"
"437","F","COG4855","Uncharacterized protein","Nucleotide transport and metabolism"
"438","F","COG1328","Anaerobic ribonucleoside-triphosphate reductase","Nucleotide transport and metabolism"
"439","F","COG1781","Aspartate carbamoyltransferase, regulatory subunit","Nucleotide transport and metabolism"
"440","F","COG3072","Adenylate cyclase","Nucleotide transport and metabolism"
"441","F","COG4317","Xanthosine utilization system component, XapX domain","Nucleotide transport and metabolism"
"442","F","COG1957","Inosine-uridine nucleoside N-ribohydrolase","Nucleotide transport and metabolism"
"443","F","COG2019","Archaeal adenylate kinase","Nucleotide transport and metabolism"
"444","F","COG1816","Adenosine deaminase","Nucleotide transport and metabolism"
"445","F","COG1618","Nucleoside-triphosphatase THEP1","Nucleotide transport and metabolism"
"446","F","COG0027","Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)","Nucleotide transport and metabolism"
"447","F","COG2820","Uridine phosphorylase","Nucleotide transport and metabolism"
"448","F","COG0061","NAD kinase","Nucleotide transport and metabolism"
"449","F","COG0005","Purine nucleoside phosphorylase","Nucleotide transport and metabolism"
"450","F","COG3194","Ureidoglycolate hydrolase (allantoin degradation)","Nucleotide transport and metabolism"
"451","F","COG1839","Adenosine/AMP kinase","Nucleotide transport and metabolism"
"452","F","COG4630","Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A","Nucleotide transport and metabolism"
"453","F","COG0775","Nucleoside phosphorylase","Nucleotide transport and metabolism"
"454","G","COG3594","Fucose 4-O-acetylase or related acetyltransferase","Carbohydrate transport and metabolism"
"455","G","COG5263","Glucan-binding domain (YG repeat)","Carbohydrate transport and metabolism"
"456","G","COG1299","Phosphotransferase system, fructose-specific IIC component","Carbohydrate transport and metabolism"
"457","G","COG3734","2-keto-3-deoxy-galactonokinase","Carbohydrate transport and metabolism"
"458","G","COG2213","Phosphotransferase system, mannitol-specific IIBC component","Carbohydrate transport and metabolism"
"459","G","COG0246","Mannitol-1-phosphate/altronate dehydrogenases","Carbohydrate transport and metabolism"
"460","G","COG3265","Gluconate kinase","Carbohydrate transport and metabolism"
"461","G","COG2074","2-phosphoglycerate kinase","Carbohydrate transport and metabolism"
"462","G","COG5309","Exo-beta-1,3-glucanase,  GH17 family","Carbohydrate transport and metabolism"
"463","G","COG4193","Beta- N-acetylglucosaminidase","Carbohydrate transport and metabolism"
"464","G","COG3325","Chitinase, GH18 family","Carbohydrate transport and metabolism"
"465","G","COG0383","Alpha-mannosidase","Carbohydrate transport and metabolism"
"466","G","COG4468","Galactose-1-phosphate uridylyltransferase","Carbohydrate transport and metabolism"
"467","G","COG3347","Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase","Carbohydrate transport and metabolism"
"468","G","COG1653","ABC-type glycerol-3-phosphate transport system, periplasmic component","Carbohydrate transport and metabolism"
"469","G","COG2211","Na+/melibiose symporter or related transporter","Carbohydrate transport and metabolism"
"470","G","COG0800","2-keto-3-deoxy-6-phosphogluconate aldolase","Carbohydrate transport and metabolism"
"471","G","COG2017","Galactose mutarotase or related enzyme","Carbohydrate transport and metabolism"
"472","G","COG4154","L-fucose mutarotase/ribose pyranase, RbsD/FucU family","Carbohydrate transport and metabolism"
"473","G","COG3623","L-ribulose-5-phosphate 3-epimerase UlaE","Carbohydrate transport and metabolism"
"474","G","COG2893","Phosphotransferase system, mannose/fructose-specific component IIA","Carbohydrate transport and metabolism"
"475","G","COG3387","Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family","Carbohydrate transport and metabolism"
"476","G","COG1850","Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein","Carbohydrate transport and metabolism"
"477","G","COG3622","Hydroxypyruvate isomerase","Carbohydrate transport and metabolism"
"478","G","COG2220","L-ascorbate metabolism protein UlaG, beta-lactamase superfamily","Carbohydrate transport and metabolism"
"479","G","COG1626","Neutral trehalase","Carbohydrate transport and metabolism"
"480","G","COG1904","Glucuronate isomerase","Carbohydrate transport and metabolism"
"481","G","COG1830","Fructose-bisphosphate aldolase class Ia, DhnA family","Carbohydrate transport and metabolism"
"482","G","COG1638","TRAP-type C4-dicarboxylate transport system, periplasmic component","Carbohydrate transport and metabolism"
"483","G","COG0057","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase","Carbohydrate transport and metabolism"
"484","G","COG0033","Phosphoglucomutase","Carbohydrate transport and metabolism"
"485","G","COG5498","Endoglucanase Acf2","Carbohydrate transport and metabolism"
"486","G","COG1109","Phosphomannomutase","Carbohydrate transport and metabolism"
"487","G","COG3386","Sugar lactone lactonase YvrE","Carbohydrate transport and metabolism"
"488","G","COG3717","5-keto 4-deoxyuronate isomerase","Carbohydrate transport and metabolism"
"489","G","COG4975","Glucose uptake protein GlcU","Carbohydrate transport and metabolism"
"490","G","COG4573","Tagatose-1,6-bisphosphate aldolase non-catalytic subunit AgaZ/GatZ","Carbohydrate transport and metabolism"
"491","G","COG3037","Ascorbate-specific PTS system EIIC-type component UlaA","Carbohydrate transport and metabolism"
"492","G","COG3664","Beta-xylosidase","Carbohydrate transport and metabolism"
"493","G","COG4209","ABC-type polysaccharide transport system, permease component","Carbohydrate transport and metabolism"
"494","G","COG4668","Mannitol/fructose-specific phosphotransferase system, IIA domain","Carbohydrate transport and metabolism"
"495","G","COG1929","Glycerate kinase","Carbohydrate transport and metabolism"
"496","G","COG1819","UDP:flavonoid glycosyltransferase YjiC, YdhE family","Carbohydrate transport and metabolism"
"497","G","COG5434","Polygalacturonase","Carbohydrate transport and metabolism"
"498","G","COG5542","Mannosyltransferase related to Gpi18","Carbohydrate transport and metabolism"
"499","G","COG0380","Trehalose-6-phosphate synthase","Carbohydrate transport and metabolism"
"500","G","COG3661","Alpha-glucuronidase","Carbohydrate transport and metabolism"
"501","G","COG2120","N-acetylglucosaminyl deacetylase, LmbE family","Carbohydrate transport and metabolism"
"502","G","COG3635","2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archeal type","Carbohydrate transport and metabolism"
"503","G","COG4214","ABC-type xylose transport system, permease component","Carbohydrate transport and metabolism"
"504","G","COG4580","Maltoporin (phage lambda and maltose receptor)","Carbohydrate transport and metabolism"
"505","G","COG4211","ABC-type glucose/galactose transport system, permease component","Carbohydrate transport and metabolism"
"506","G","COG1312","D-mannonate dehydratase","Carbohydrate transport and metabolism"
"507","G","COG4806","L-rhamnose isomerase","Carbohydrate transport and metabolism"
"508","G","COG1175","ABC-type sugar transport system, permease component","Carbohydrate transport and metabolism"
"509","G","COG1803","Methylglyoxal synthase","Carbohydrate transport and metabolism"
"510","G","COG2152","Predicted glycosyl hydrolase, GH43/DUF377 family","Carbohydrate transport and metabolism"
"511","G","COG3010","Putative N-acetylmannosamine-6-phosphate epimerase","Carbohydrate transport and metabolism"
"512","G","COG3715","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC","Carbohydrate transport and metabolism"
"513","G","COG4833","Predicted alpha-1,6-mannanase, GH76 family","Carbohydrate transport and metabolism"
"514","G","COG3588","Fructose-bisphosphate aldolase class 1","Carbohydrate transport and metabolism"
"515","G","COG2301","Citrate lyase beta subunit","Carbohydrate transport and metabolism"
"516","G","COG3280","Maltooligosyltrehalose synthase","Carbohydrate transport and metabolism"
"517","G","COG1554","Trehalose and maltose hydrolase (possible phosphorylase)","Carbohydrate transport and metabolism"
"518","G","COG2133","Glucose/arabinose dehydrogenase, beta-propeller fold","Carbohydrate transport and metabolism"
"519","G","COG2271","Sugar phosphate permease","Carbohydrate transport and metabolism"
"520","G","COG0366","Glycosidase","Carbohydrate transport and metabolism"
"521","G","COG0036","Pentose-5-phosphate-3-epimerase","Carbohydrate transport and metabolism"
"522","G","COG3716","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID","Carbohydrate transport and metabolism"
"523","G","COG0406","Broad specificity phosphatase PhoE","Carbohydrate transport and metabolism"
"524","G","COG1621","Sucrose-6-phosphate hydrolase SacC, GH32 family","Carbohydrate transport and metabolism"
"525","G","COG4130","Predicted sugar epimerase, xylose isomerase-like family","Carbohydrate transport and metabolism"
"526","G","COG0837","Glucokinase","Carbohydrate transport and metabolism"
"527","G","COG1264","Phosphotransferase system IIB components","Carbohydrate transport and metabolism"
"528","G","COG1523","Pullulanase/glycogen debranching enzyme","Carbohydrate transport and metabolism"
"529","G","COG4451","Ribulose bisphosphate carboxylase small subunit","Carbohydrate transport and metabolism"
"530","G","COG2861","Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family","Carbohydrate transport and metabolism"
"531","G","COG3429","Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain","Carbohydrate transport and metabolism"
"532","G","COG1105","Fructose-1-phosphate kinase or kinase (PfkB)","Carbohydrate transport and metabolism"
"533","G","COG3669","Alpha-L-fucosidase","Carbohydrate transport and metabolism"
"534","G","COG2160","L-arabinose isomerase","Carbohydrate transport and metabolism"
"535","G","COG4213","ABC-type xylose transport system, periplasmic component","Carbohydrate transport and metabolism"
"536","G","COG1593","TRAP-type C4-dicarboxylate transport system, large permease component","Carbohydrate transport and metabolism"
"537","G","COG3730","Phosphotransferase system sorbitol-specific component IIC","Carbohydrate transport and metabolism"
"538","G","COG2190","Phosphotransferase system IIA component","Carbohydrate transport and metabolism"
"539","G","COG2273","Beta-glucanase, GH16 family","Carbohydrate transport and metabolism"
"540","G","COG4632","Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...","Carbohydrate transport and metabolism"
"541","G","COG2182","Maltose-binding periplasmic protein MalE","Carbohydrate transport and metabolism"
"542","G","COG3281","Predicted trehalose synthase","Carbohydrate transport and metabolism"
"543","G","COG3684","Tagatose-1,6-bisphosphate aldolase","Carbohydrate transport and metabolism"
"544","G","COG4225","Rhamnogalacturonyl hydrolase YesR","Carbohydrate transport and metabolism"
"545","G","COG5297","Cellulase/cellobiase CelA1","Carbohydrate transport and metabolism"
"546","G","COG0738","Fucose permease","Carbohydrate transport and metabolism"
"547","G","COG4993","Glucose dehydrogenase","Carbohydrate transport and metabolism"
"548","G","COG3732","Phosphotransferase system sorbitol-specific component IIBC","Carbohydrate transport and metabolism"
"549","G","COG3250","Beta-galactosidase/beta-glucuronidase","Carbohydrate transport and metabolism"
"550","G","COG0362","6-phosphogluconate dehydrogenase","Carbohydrate transport and metabolism"
"551","G","COG3731","Phosphotransferase system sorbitol-specific component IIA","Carbohydrate transport and metabolism"
"552","G","COG3405","Endo-1,4-beta-D-glucanase Y","Carbohydrate transport and metabolism"
"553","G","COG0395","ABC-type glycerol-3-phosphate transport system, permease component","Carbohydrate transport and metabolism"
"554","G","COG0021","Transketolase","Carbohydrate transport and metabolism"
"555","G","COG1543","Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains","Carbohydrate transport and metabolism"
"556","G","COG0363","6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase","Carbohydrate transport and metabolism"
"557","G","COG0364","Glucose-6-phosphate 1-dehydrogenase","Carbohydrate transport and metabolism"
"558","G","COG3709","Ribose 1,5-bisphosphokinase PhnN","Carbohydrate transport and metabolism"
"559","G","COG3001","Fructosamine-3-kinase","Carbohydrate transport and metabolism"
"560","G","COG3408","Glycogen debranching enzyme (alpha-1,6-glucosidase)","Carbohydrate transport and metabolism"
"561","G","COG2115","Xylose isomerase","Carbohydrate transport and metabolism"
"562","G","COG4809","Archaeal ADP-dependent phosphofructokinase/glucokinase","Carbohydrate transport and metabolism"
"563","G","COG5521","Maltodextrin utilization protein YvdJ (function unknown)","Carbohydrate transport and metabolism"
"564","G","COG4813","Trehalose utilization protein","Carbohydrate transport and metabolism"
"565","G","COG4124","Beta-mannanase","Carbohydrate transport and metabolism"
"566","G","COG3345","Alpha-galactosidase","Carbohydrate transport and metabolism"
"567","G","COG3090","TRAP-type C4-dicarboxylate transport system, small permease component","Carbohydrate transport and metabolism"
"568","G","COG2079","2-methylcitrate dehydratase PrpD","Carbohydrate transport and metabolism"
"569","G","COG4284","UDP-N-acetylglucosamine pyrophosphorylase","Carbohydrate transport and metabolism"
"570","G","COG1263","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific","Carbohydrate transport and metabolism"
"571","G","COG0058","Glucan phosphorylase","Carbohydrate transport and metabolism"
"572","G","COG1640","4-alpha-glucanotransferase","Carbohydrate transport and metabolism"
"573","G","COG2814","Predicted arabinose efflux permease, MFS family","Carbohydrate transport and metabolism"
"574","G","COG4724","Endo-beta-N-acetylglucosaminidase D","Carbohydrate transport and metabolism"
"575","G","COG2140","Oxalate decarboxylase/archaeal phosphoglucose isomerase, cupin superfamily","Carbohydrate transport and metabolism"
"576","G","COG0235","Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase","Carbohydrate transport and metabolism"
"577","G","COG1980","Archaeal fructose 1,6-bisphosphatase","Carbohydrate transport and metabolism"
"578","G","COG1172","Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component","Carbohydrate transport and metabolism"
"579","G","COG1129","ABC-type sugar transport system, ATPase component","Carbohydrate transport and metabolism"
"580","G","COG3444","Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB","Carbohydrate transport and metabolism"
"581","G","COG3693","Endo-1,4-beta-xylanase, GH35 family","Carbohydrate transport and metabolism"
"582","G","COG3718","5-deoxy-D-glucuronate isomerase","Carbohydrate transport and metabolism"
"583","G","COG1820","N-acetylglucosamine-6-phosphate deacetylase","Carbohydrate transport and metabolism"
"584","G","COG3459","Cellobiose phosphorylase","Carbohydrate transport and metabolism"
"585","G","COG3414","Phosphotransferase system, galactitol-specific IIB component","Carbohydrate transport and metabolism"
"586","H","COG1809","Phosphosulfolactate synthase, CoM biosynthesis protein A","Coenzyme transport and metabolism"
"587","H","COG2091","Phosphopantetheinyl transferase","Coenzyme transport and metabolism"
"588","H","COG0408","Coproporphyrinogen III oxidase","Coenzyme transport and metabolism"
"589","H","COG1546","Nicotinamide mononucleotide (NMN) deamidase PncC","Coenzyme transport and metabolism"
"590","H","COG4256","Hemin uptake protein HemP","Coenzyme transport and metabolism"
"591","H","COG0368","Cobalamin synthase","Coenzyme transport and metabolism"
"592","H","COG0853","Aspartate 1-decarboxylase","Coenzyme transport and metabolism"
"593","H","COG3585","Molybdopterin-binding protein","Coenzyme transport and metabolism"
"594","H","COG0043","3-polyprenyl-4-hydroxybenzoate decarboxylase","Coenzyme transport and metabolism"
"595","H","COG1635","Archaeal ribulose 1,5-bisphosphate synthetase/yeast thiazole synthase","Coenzyme transport and metabolism"
"596","H","COG2068","CTP:molybdopterin cytidylyltransferase MocA","Coenzyme transport and metabolism"
"597","H","COG2918","Gamma-glutamylcysteine synthetase","Coenzyme transport and metabolism"
"598","H","COG2266","GTP:adenosylcobinamide-phosphate guanylyltransferase","Coenzyme transport and metabolism"
"599","H","COG4547","Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphorib...","Coenzyme transport and metabolism"
"600","H","COG5598","Trimethylamine:corrinoid methyltransferase","Coenzyme transport and metabolism"
"601","H","COG2226","Ubiquinone/menaquinone biosynthesis C-methylase UbiE","Coenzyme transport and metabolism"
"602","H","COG5424","Pyrroloquinoline quinone (PQQ) biosynthesis protein C","Coenzyme transport and metabolism"
"603","H","COG3172","Nicotinamide riboside kinase","Coenzyme transport and metabolism"
"604","H","COG4139","ABC-type cobalamin transport system, permease component","Coenzyme transport and metabolism"
"605","H","COG2227","2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase","Coenzyme transport and metabolism"
"606","H","COG1812","Archaeal S-adenosylmethionine synthetase","Coenzyme transport and metabolism"
"607","H","COG1575","1,4-dihydroxy-2-naphthoate octaprenyltransferase","Coenzyme transport and metabolism"
"608","H","COG1903","Cobalamin biosynthesis protein CbiD","Coenzyme transport and metabolism"
"609","H","COG4061","Tetrahydromethanopterin S-methyltransferase, subunit C","Coenzyme transport and metabolism"
"610","H","COG2082","Precorrin isomerase","Coenzyme transport and metabolism"
"611","H","COG0327","Putative GTP cyclohydrolase 1 type 2, NIF3 family","Coenzyme transport and metabolism"
"612","H","COG0321","Lipoate-protein ligase B","Coenzyme transport and metabolism"
"613","H","COG0320","Lipoate synthase","Coenzyme transport and metabolism"
"614","H","COG2073","Cobalamin biosynthesis protein CbiG","Coenzyme transport and metabolism"
"615","H","COG5398","Heme oxygenase","Coenzyme transport and metabolism"
"616","H","COG1587","Uroporphyrinogen-III synthase","Coenzyme transport and metabolism"
"617","H","COG0285","Folylpolyglutamate synthase/Dihydropteroate synthase","Coenzyme transport and metabolism"
"618","H","COG1912","S-adenosylmethionine hydrolase (SAM-hydroxide adenosyltransferase)","Coenzyme transport and metabolism"
"619","H","COG3601","Riboflavin transporter FmnP","Coenzyme transport and metabolism"
"620","H","COG4032","Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)","Coenzyme transport and metabolism"
"621","H","COG1797","Cobyrinic acid a,c-diamide synthase","Coenzyme transport and metabolism"
"622","H","COG0001","Glutamate-1-semialdehyde aminotransferase","Coenzyme transport and metabolism"
"623","H","COG2978","p-Aminobenzoyl-glutamate transporter AbgT","Coenzyme transport and metabolism"
"624","H","COG4063","Tetrahydromethanopterin S-methyltransferase, subunit A","Coenzyme transport and metabolism"
"625","H","COG2096","Cob(I)alamin adenosyltransferase","Coenzyme transport and metabolism"
"626","H","COG0373","Glutamyl-tRNA reductase","Coenzyme transport and metabolism"
"627","H","COG1541","Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family","Coenzyme transport and metabolism"
"628","H","COG2087","Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase","Coenzyme transport and metabolism"
"629","H","COG0007","Uroporphyrinogen-III methylase (siroheme synthase)","Coenzyme transport and metabolism"
"630","H","COG1612","Heme A synthase","Coenzyme transport and metabolism"
"631","H","COG1767","Triphosphoribosyl-dephospho-CoA synthetase","Coenzyme transport and metabolism"
"632","H","COG3445","Autonomous glycyl radical cofactor GrcA","Coenzyme transport and metabolism"
"633","H","COG2243","Precorrin-2 methylase","Coenzyme transport and metabolism"
"634","H","COG0819","Thiaminase","Coenzyme transport and metabolism"
"635","H","COG2875","Precorrin-4 methylase","Coenzyme transport and metabolism"
"636","H","COG1165","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase","Coenzyme transport and metabolism"
"637","H","COG1521","Pantothenate kinase type III","Coenzyme transport and metabolism"
"638","H","COG1539","Dihydroneopterin aldolase","Coenzyme transport and metabolism"
"639","H","COG1977","Molybdopterin converting factor, small subunit","Coenzyme transport and metabolism"
"640","H","COG3165","Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain","Coenzyme transport and metabolism"
"641","H","COG4054","Methyl coenzyme M reductase, beta subunit","Coenzyme transport and metabolism"
"642","H","COG1232","Protoporphyrinogen oxidase","Coenzyme transport and metabolism"
"643","H","COG2896","Molybdenum cofactor biosynthesis enzyme MoaA","Coenzyme transport and metabolism"
"644","H","COG4138","ABC-type cobalamin transport system, ATPase component","Coenzyme transport and metabolism"
"645","H","COG4055","Methyl coenzyme M reductase, subunit D","Coenzyme transport and metabolism"
"646","H","COG0379","Quinolinate synthase","Coenzyme transport and metabolism"
"647","H","COG1648","Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)","Coenzyme transport and metabolism"
"648","H","COG5590","Ubiquinone biosynthesis protein COQ9","Coenzyme transport and metabolism"
"649","H","COG2038","NaMN:DMB phosphoribosyltransferase","Coenzyme transport and metabolism"
"650","H","COG0407","Uroporphyrinogen-III decarboxylase","Coenzyme transport and metabolism"
"651","H","COG3201","Nicotinamide riboside transporter PnuC","Coenzyme transport and metabolism"
"652","H","COG0382","4-hydroxybenzoate polyprenyltransferase","Coenzyme transport and metabolism"
"653","H","COG0413","Ketopantoate hydroxymethyltransferase","Coenzyme transport and metabolism"
"654","H","COG4822","Cobalamin biosynthesis protein CbiK, Co2+ chelatase","Coenzyme transport and metabolism"
"655","H","COG0414","Panthothenate synthetase","Coenzyme transport and metabolism"
"656","H","COG2236","Hypoxanthine phosphoribosyltransferase","Coenzyme transport and metabolism"
"657","H","COG2138","Sirohydrochlorin ferrochelatase","Coenzyme transport and metabolism"
"658","H","COG0340","Biotin-(acetyl-CoA carboxylase) ligase","Coenzyme transport and metabolism"
"659","H","COG0351","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","Coenzyme transport and metabolism"
"660","H","COG4145","Na+/panthothenate symporter","Coenzyme transport and metabolism"
"661","H","COG4059","Tetrahydromethanopterin S-methyltransferase, subunit E","Coenzyme transport and metabolism"
"662","H","COG0259","Pyridoxine/pyridoxamine 5-phosphate oxidase
COG0260	E	Leucyl aminopeptidase
COG0261	J	Ribosomal protein L21
COG0262	H	Dihydrofolate reductase
COG0263	E	Glutamate 5-kinase
COG0264	J	Translation elongation factor EF-Ts
COG0265	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain
COG0266	L	Formamidopyrimidine-DNA glycosylase
COG0267	J	Ribosomal protein L33
COG0268	J	Ribosomal protein S20
COG0269	G	3-keto-L-gulonate-6-phosphate decarboxylase
COG0270	L	Site-specific DNA-cytosine methylase
COG0271	T	Stress-induced morphogen (activity unknown)
COG0272	L	NAD-dependent DNA ligase
COG0274	F	Deoxyribose-phosphate aldolase
COG0275	J	16S rRNA C1402 N4-methylase RsmH
COG0276	H	Protoheme ferro-lyase (ferrochelatase)
COG0277	C	FAD/FMN-containing dehydrogenase
COG0278	O	Glutaredoxin-related protein
COG0279	G	Phosphoheptose isomerase
COG0280	C	Phosphotransacetylase
COG0281	C	Malic enzyme
COG0282	C	Acetate kinase
COG0283	F	Cytidylate kinase
COG0284	F	Orotidine-5-phosphate decarboxylase","Coenzyme transport and metabolism"
"663","H","COG1985","Pyrimidine reductase, riboflavin biosynthesis","Coenzyme transport and metabolism"
"664","H","COG1239","Mg-chelatase subunit ChlI","Coenzyme transport and metabolism"
"665","H","COG0315","Molybdenum cofactor biosynthesis enzyme","Coenzyme transport and metabolism"
"666","H","COG1920","2-phospho-L-lactate guanylyltransferase, coenzyme F420 biosynthesis enzyme, CobY/MobA/RfbA family","Coenzyme transport and metabolism"
"667","H","COG2099","Precorrin-6x reductase","Coenzyme transport and metabolism"
"668","H","COG0720","6-pyruvoyl-tetrahydropterin synthase","Coenzyme transport and metabolism"
"669","H","COG4218","Tetrahydromethanopterin S-methyltransferase, subunit F","Coenzyme transport and metabolism"
"670","H","COG0352","Thiamine monophosphate synthase","Coenzyme transport and metabolism"
"671","H","COG3252","Methenyltetrahydromethanopterin cyclohydrolase","Coenzyme transport and metabolism"
"672","H","COG1339","Archaeal CTP-dependent riboflavin kinase","Coenzyme transport and metabolism"
"673","H","COG2104","Sulfur carrier protein ThiS (thiamine biosynthesis)","Coenzyme transport and metabolism"
"674","H","COG4062","Tetrahydromethanopterin S-methyltransferase, subunit B","Coenzyme transport and metabolism"
"675","H","COG2154","Pterin-4a-carbinolamine dehydratase","Coenzyme transport and metabolism"
"676","H","COG2241","Precorrin-6B methylase 1","Coenzyme transport and metabolism"
"677","H","COG1268","Biotin transporter BioY","Coenzyme transport and metabolism"
"678","H","COG2109","ATP:corrinoid adenosyltransferase","Coenzyme transport and metabolism"
"679","H","COG1240","Mg-chelatase subunit ChlD","Coenzyme transport and metabolism"
"680","H","COG0801","7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase","Coenzyme transport and metabolism"
"681","H","COG0029","Aspartate oxidase","Coenzyme transport and metabolism"
"682","H","COG0807","GTP cyclohydrolase II","Coenzyme transport and metabolism"
"683","H","COG2242","Precorrin-6B methylase 2","Coenzyme transport and metabolism"
"684","H","COG2022","Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit","Coenzyme transport and metabolism"
"685","H","COG3161","4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)","Coenzyme transport and metabolism"
"686","H","COG4721","ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component","Coenzyme transport and metabolism"
"687","H","COG1564","Thiamine pyrophosphokinase","Coenzyme transport and metabolism"
"688","H","COG0422","Thiamine biosynthesis protein ThiC","Coenzyme transport and metabolism"
"689","H","COG4058","Methyl coenzyme M reductase, alpha subunit","Coenzyme transport and metabolism"
"690","H","COG0746","Molybdopterin-guanine dinucleotide biosynthesis protein A","Coenzyme transport and metabolism"
"691","H","COG4064","Tetrahydromethanopterin S-methyltransferase, subunit G","Coenzyme transport and metabolism"
"692","H","COG4060","Tetrahydromethanopterin S-methyltransferase, subunit D","Coenzyme transport and metabolism"
"693","H","COG1763","Molybdopterin-guanine dinucleotide biosynthesis protein","Coenzyme transport and metabolism"
"694","H","COG4206","Outer membrane cobalamin receptor protein","Coenzyme transport and metabolism"
"695","H","COG2145","Hydroxyethylthiazole kinase, sugar kinase family","Coenzyme transport and metabolism"
"696","H","COG0054","6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)","Coenzyme transport and metabolism"
"697","H","COG4143","ABC-type thiamine transport system, periplasmic component","Coenzyme transport and metabolism"
"698","H","COG5146","Pantothenate kinase","Coenzyme transport and metabolism"
"699","H","COG1962","Tetrahydromethanopterin S-methyltransferase, subunit H","Coenzyme transport and metabolism"
"700","H","COG1995","4-hydroxy-L-threonine phosphate dehydrogenase PdxA","Coenzyme transport and metabolism"
"701","H","COG1270","Cobalamin biosynthesis protein CobD/CbiB","Coenzyme transport and metabolism"
"702","H","COG4635","Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)","Coenzyme transport and metabolism"
